date,sales
2011-01-31,98902.0
2011-02-28,93472.0
2011-03-31,157184.5
2011-04-30,124358.5
2011-05-31,157517.0
2011-06-30,215214.0
2011-07-31,120329.5
2011-08-31,218843.5
2011-09-30,292711.5
2011-10-31,203822.0
2011-11-30,298499.0
2011-12-31,346210.5
2012-01-31,149855.0
2012-02-29,105961.0
2012-03-31,178938.5
2012-04-30,165885.0
2012-05-31,208370.0
2012-06-30,256181.0
2012-07-31,150381.5
2012-08-31,303158.0
2012-09-30,289390.0
2012-10-31,252942.0
2012-11-30,323512.0
2012-12-31,338245.0
2013-01-31,199197.0
2013-02-28,179280.5
2013-03-31,198591.0
2013-04-30,184935.0
2013-05-31,260525.0
2013-06-30,396513.0
2013-07-31,229940.0
2013-08-31,326491.0
2013-09-30,376626.0
2013-10-31,293423.0
2013-11-30,382506.5
2013-12-31,405476.0
2014-01-31,241267.0
2014-02-28,187532.0
2014-03-31,263110.0
2014-04-30,242781.0
2014-05-31,288404.0
2014-06-30,401843.0
